"words: ('SUFFIX_ll',), tags: ('RB',), next words: ()",144
"words: ('SUFFIX_ill',), tags: ('RB',), next words: ()",82
"words: ('SUFFIX_till',), tags: ('RB',), next words: ()",82
"words: ('still',), tags: ('RB',), next words: ()",63
"words: (), tags: ('RB',), next words: ()",7766
"words: ('is', 'still'), tags: ('VBZ', 'RB'), next words: ()",14
"words: ('is',), tags: ('VBZ', 'RB'), next words: ()",193
"words: ('Is_alnum',), tags: ('RB',), next words: ()",3461
"words: (), tags: ('VBZ', 'RB'), next words: ()",404
"words: (), tags: ('NNP', 'VBZ', 'RB'), next words: ()",66
"words: ('PREFIX_w',), tags: ('VBG',), next words: ()",62
"words: ('PREFIX_wo',), tags: ('VBG',), next words: ()",31
"words: ('PREFIX_wor',), tags: ('VBG',), next words: ()",29
"words: ('PREFIX_work',), tags: ('VBG',), next words: ()",27
"words: ('SUFFIX_g',), tags: ('VBG',), next words: ()",2016
"words: ('SUFFIX_ng',), tags: ('VBG',), next words: ()",2016
"words: ('SUFFIX_ing',), tags: ('VBG',), next words: ()",2016
"words: ('SUFFIX_king',), tags: ('VBG',), next words: ()",175
"words: ('working',), tags: ('VBG',), next words: ()",27
"words: (), tags: ('VBG',), next words: ()",4040
"words: ('still',), tags: ('RB', 'VBG'), next words: ()",13
"words: ('is', 'still'), tags: ('VBZ', 'RB', 'VBG'), next words: ()",7
"words: ('Is_alnum',), tags: ('VBG',), next words: ()",2017
"words: (), tags: ('RB', 'VBG'), next words: ()",134
"words: (), tags: ('VBZ', 'RB', 'VBG'), next words: ()",33
"words: (), tags: ('VBG',), next words: ('out',)",14
"words: ('PREFIX_o',), tags: ('RP',), next words: ()",131
"words: ('PREFIX_ou',), tags: ('RP',), next words: ()",63
"words: ('PREFIX_out',), tags: ('RP',), next words: ()",63
"words: ('SUFFIX_t',), tags: ('RP',), next words: ()",65
"words: ('SUFFIX_ut',), tags: ('RP',), next words: ()",65
"words: ('SUFFIX_out',), tags: ('RP',), next words: ()",65
"words: ('out',), tags: ('RP',), next words: ()",63
"words: (), tags: ('RP',), next words: ()",664
"words: ('Is_alnum',), tags: ('RP',), next words: ()",332
"words: (), tags: ('VBG', 'RP'), next words: ()",64
"words: (), tags: ('RB', 'VBG', 'RP'), next words: ()",9
"words: (), tags: ('RP',), next words: ('the',)",32
"words: ('PREFIX_t',), tags: ('DT',), next words: ()",5845
"words: ('PREFIX_th',), tags: ('DT',), next words: ()",5845
"words: ('PREFIX_the',), tags: ('DT',), next words: ()",5379
"words: ('SUFFIX_the',), tags: ('DT',), next words: ()",5320
"words: ('the',), tags: ('DT',), next words: ()",5320
"words: ('out',), tags: ('RP', 'DT'), next words: ()",12
"words: (), tags: ('RP', 'DT'), next words: ()",67
"words: (), tags: ('VBG', 'RP', 'DT'), next words: ()",18
"words: ('PREFIX_d',), tags: ('NNS',), next words: ()",416
"words: ('PREFIX_de',), tags: ('NNS',), next words: ()",162
"words: ('PREFIX_det',), tags: ('NNS',), next words: ()",12
"words: ('PREFIX_deta',), tags: ('NNS',), next words: ()",11
"words: ('SUFFIX_s',), tags: ('NNS',), next words: ()",7267
"words: ('SUFFIX_ls',), tags: ('NNS',), next words: ()",335
"words: ('SUFFIX_ils',), tags: ('NNS',), next words: ()",12
"words: ('SUFFIX_ails',), tags: ('NNS',), next words: ()",11
"words: ('details',), tags: ('NNS',), next words: ()",11
"words: (), tags: ('NNS',), next words: ()",15252
"words: ('the',), tags: ('DT', 'NNS'), next words: ()",455
"words: ('Is_alnum',), tags: ('NNS',), next words: ()",7553
"words: (), tags: ('DT', 'NNS'), next words: ()",774
"words: (), tags: ('RP', 'DT', 'NNS'), next words: ()",5
"words: (), tags: ('NNS',), next words: ('with',)",86
"words: ('PREFIX_w',), tags: ('IN',), next words: ()",729
"words: ('PREFIX_wi',), tags: ('IN',), next words: ()",624
"words: ('PREFIX_wit',), tags: ('IN',), next words: ()",624
"words: ('PREFIX_with',), tags: ('IN',), next words: ()",624
"words: ('SUFFIX_h',), tags: ('IN',), next words: ()",744
"words: ('SUFFIX_th',), tags: ('IN',), next words: ()",594
"words: ('SUFFIX_ith',), tags: ('IN',), next words: ()",591
"words: ('SUFFIX_with',), tags: ('IN',), next words: ()",566
"words: ('with',), tags: ('IN',), next words: ()",566
"words: (), tags: ('IN',), next words: ()",25638
"words: ('details',), tags: ('NNS', 'IN'), next words: ()",6
"words: ('Is_alnum',), tags: ('IN',), next words: ()",12818
"words: (), tags: ('NNS', 'IN'), next words: ()",1912
"words: (), tags: ('DT', 'NNS', 'IN'), next words: ()",192
"words: ('PREFIX_b',), tags: ('NN',), next words: ()",738
"words: ('PREFIX_ba',), tags: ('NN',), next words: ()",207
"words: ('PREFIX_ban',), tags: ('NN',), next words: ()",96
"words: ('PREFIX_bank',), tags: ('NN',), next words: ()",91
"words: ('SUFFIX_k',), tags: ('NN',), next words: ()",564
"words: ('SUFFIX_nk',), tags: ('NN',), next words: ()",86
"words: ('SUFFIX_ank',), tags: ('NN',), next words: ()",68
"words: ('SUFFIX_bank',), tags: ('NN',), next words: ()",65
"words: ('bank',), tags: ('NN',), next words: ()",63
"words: (), tags: ('NN',), next words: ()",33878
"words: ('with',), tags: ('IN', 'NN'), next words: ()",57
"words: ('Is_alnum',), tags: ('NN',), next words: ()",15987
"words: (), tags: ('IN', 'NN'), next words: ()",1352
"words: (), tags: ('NNS', 'IN', 'NN'), next words: ()",232
"words: ('PREFIX_t',), tags: ('NN',), next words: ()",871
"words: ('PREFIX_tr',), tags: ('NN',), next words: ()",309
"words: ('PREFIX_tra',), tags: ('NN',), next words: ()",245
"words: ('PREFIX_trad',), tags: ('NN',), next words: ()",186
"words: ('SUFFIX_e',), tags: ('NN',), next words: ()",3288
"words: ('SUFFIX_de',), tags: ('NN',), next words: ()",98
"words: ('SUFFIX_ade',), tags: ('NN',), next words: ()",60
"words: ('SUFFIX_rade',), tags: ('NN',), next words: ()",40
"words: ('trade',), tags: ('NN',), next words: ()",36
"words: ('bank',), tags: ('NN', 'NN'), next words: ()",14
"words: (), tags: ('NN', 'NN'), next words: ()",2158
"words: (), tags: ('IN', 'NN', 'NN'), next words: ()",188
"words: ('PREFIX_a',), tags: ('NNS',), next words: ()",409
"words: ('PREFIX_as',), tags: ('NNS',), next words: ()",47
"words: ('PREFIX_ass',), tags: ('NNS',), next words: ()",44
"words: ('PREFIX_asso',), tags: ('NNS',), next words: ()",4
"words: ('SUFFIX_ns',), tags: ('NNS',), next words: ()",659
"words: ('SUFFIX_ons',), tags: ('NNS',), next words: ()",459
"words: ('SUFFIX_ions',), tags: ('NNS',), next words: ()",421
"words: ('trade',), tags: ('NN', 'NNS'), next words: ()",7
"words: (), tags: ('NN', 'NNS'), next words: ()",1291
"words: (), tags: ('NN', 'NN', 'NNS'), next words: ()",97
"words: (), tags: ('NNS',), next words: ('and',)",419
"words: ('PREFIX_a',), tags: ('CC',), next words: ()",2056
"words: ('PREFIX_an',), tags: ('CC',), next words: ()",2056
"words: ('PREFIX_and',), tags: ('CC',), next words: ()",2056
"words: ('SUFFIX_d',), tags: ('CC',), next words: ()",2105
"words: ('SUFFIX_nd',), tags: ('CC',), next words: ()",2105
"words: ('SUFFIX_and',), tags: ('CC',), next words: ()",2056
"words: ('and',), tags: ('CC',), next words: ()",2056
"words: (), tags: ('CC',), next words: ()",5962
"words: ('Is_alnum',), tags: ('CC',), next words: ()",2824
"words: (), tags: ('NNS', 'CC'), next words: ()",454
"words: (), tags: ('NN', 'NNS', 'CC'), next words: ()",100
"words: ('and',), tags: ('CC',), next words: ('the',)",133
"words: (), tags: ('CC',), next words: ('the',)",211
"words: ('and', 'the'), tags: ('CC', 'DT'), next words: ()",133
"words: ('and',), tags: ('CC', 'DT'), next words: ()",213
"words: (), tags: ('CC', 'DT'), next words: ()",338
"words: (), tags: ('NNS', 'CC', 'DT'), next words: ()",40
"words: ('the',), tags: ('DT',), next words: ('other',)",12
"words: (), tags: ('DT',), next words: ('other',)",43
"words: ('PREFIX_o',), tags: ('JJ',), next words: ()",422
"words: ('PREFIX_ot',), tags: ('JJ',), next words: ()",168
"words: ('PREFIX_oth',), tags: ('JJ',), next words: ()",168
"words: ('PREFIX_othe',), tags: ('JJ',), next words: ()",168
"words: ('SUFFIX_r',), tags: ('JJ',), next words: ()",632
"words: ('SUFFIX_er',), tags: ('JJ',), next words: ()",325
"words: ('SUFFIX_her',), tags: ('JJ',), next words: ()",204
"words: ('SUFFIX_ther',), tags: ('JJ',), next words: ()",203
"words: ('other',), tags: ('JJ',), next words: ()",168
"words: (), tags: ('JJ',), next words: ()",15706
"words: ('the', 'other'), tags: ('DT', 'JJ'), next words: ()",12
"words: ('the',), tags: ('DT', 'JJ'), next words: ()",1082
"words: ('and', 'the'), tags: ('CC', 'DT', 'JJ'), next words: ()",22
"words: ('Is_alnum',), tags: ('JJ',), next words: ()",6877
"words: (), tags: ('DT', 'JJ'), next words: ()",2370
"words: (), tags: ('CC', 'DT', 'JJ'), next words: ()",77
"words: (), tags: ('JJ',), next words: ('government',)",21
"words: ('PREFIX_g',), tags: ('NN',), next words: ()",518
"words: ('PREFIX_go',), tags: ('NN',), next words: ()",148
"words: ('PREFIX_gov',), tags: ('NN',), next words: ()",124
"words: ('PREFIX_gove',), tags: ('NN',), next words: ()",124
"words: ('SUFFIX_t',), tags: ('NN',), next words: ()",2725
"words: ('SUFFIX_nt',), tags: ('NN',), next words: ()",969
"words: ('SUFFIX_ent',), tags: ('NN',), next words: ()",798
"words: ('SUFFIX_ment',), tags: ('NN',), next words: ()",588
"words: ('government',), tags: ('NN',), next words: ()",122
"words: ('other',), tags: ('JJ', 'NN'), next words: ()",24
"words: ('the', 'other'), tags: ('DT', 'JJ', 'NN'), next words: ()",4
"words: (), tags: ('JJ', 'NN'), next words: ()",3498
"words: (), tags: ('DT', 'JJ', 'NN'), next words: ()",1590
"words: ('PREFIX_ag',), tags: ('NNS',), next words: ()",26
"words: ('PREFIX_age',), tags: ('NNS',), next words: ()",14
"words: ('PREFIX_agen',), tags: ('NNS',), next words: ()",13
"words: ('SUFFIX_es',), tags: ('NNS',), next words: ()",2203
"words: ('SUFFIX_ies',), tags: ('NNS',), next words: ()",480
"words: ('SUFFIX_cies',), tags: ('NNS',), next words: ()",33
"words: ('government',), tags: ('NN', 'NNS'), next words: ()",13
"words: (), tags: ('JJ', 'NN', 'NNS'), next words: ()",290
"words: (), tags: ('NNS',), next words: ('that',)",154
"words: ('PREFIX_t',), tags: ('WDT',), next words: ()",277
"words: ('PREFIX_th',), tags: ('WDT',), next words: ()",277
"words: ('PREFIX_tha',), tags: ('WDT',), next words: ()",277
"words: ('PREFIX_that',), tags: ('WDT',), next words: ()",277
"words: ('SUFFIX_t',), tags: ('WDT',), next words: ()",285
"words: ('SUFFIX_at',), tags: ('WDT',), next words: ()",285
"words: ('SUFFIX_hat',), tags: ('WDT',), next words: ()",285
"words: ('SUFFIX_that',), tags: ('WDT',), next words: ()",277
"words: ('that',), tags: ('WDT',), next words: ()",277
"words: (), tags: ('WDT',), next words: ()",1188
"words: ('Is_alnum',), tags: ('WDT',), next words: ()",594
"words: (), tags: ('NNS', 'WDT'), next words: ()",99
"words: (), tags: ('NN', 'NNS', 'WDT'), next words: ()",23
"words: ('that',), tags: ('WDT',), next words: ('have',)",12
"words: (), tags: ('WDT',), next words: ('have',)",17
"words: ('PREFIX_h',), tags: ('VBP',), next words: ()",267
"words: ('PREFIX_ha',), tags: ('VBP',), next words: ()",259
"words: ('PREFIX_hav',), tags: ('VBP',), next words: ()",257
"words: ('PREFIX_have',), tags: ('VBP',), next words: ()",257
"words: ('SUFFIX_e',), tags: ('VBP',), next words: ()",1045
"words: ('SUFFIX_ve',), tags: ('VBP',), next words: ()",325
"words: ('SUFFIX_ave',), tags: ('VBP',), next words: ()",259
"words: ('SUFFIX_have',), tags: ('VBP',), next words: ()",257
"words: ('have',), tags: ('VBP',), next words: ()",257
"words: (), tags: ('VBP',), next words: ()",3238
"words: ('that', 'have'), tags: ('WDT', 'VBP'), next words: ()",12
"words: ('that',), tags: ('WDT', 'VBP'), next words: ()",60
"words: ('Is_alnum',), tags: ('VBP',), next words: ()",1538
"words: (), tags: ('WDT', 'VBP'), next words: ()",82
"words: (), tags: ('NNS', 'WDT', 'VBP'), next words: ()",50
"words: ('have',), tags: ('VBP',), next words: ('a',)",9
"words: (), tags: ('VBP',), next words: ('a',)",47
"words: ('PREFIX_a',), tags: ('DT',), next words: ()",3058
"words: ('SUFFIX_a',), tags: ('DT',), next words: ()",2413
"words: ('a',), tags: ('DT',), next words: ()",2413
"words: ('have', 'a'), tags: ('VBP', 'DT'), next words: ()",9
"words: ('have',), tags: ('VBP', 'DT'), next words: ()",20
"words: (), tags: ('VBP', 'DT'), next words: ()",187
"words: (), tags: ('WDT', 'VBP', 'DT'), next words: ()",15
"words: ('PREFIX_h',), tags: ('NN',), next words: ()",276
"words: ('PREFIX_ha',), tags: ('NN',), next words: ()",65
"words: ('PREFIX_han',), tags: ('NN',), next words: ()",23
"words: ('PREFIX_hand',), tags: ('NN',), next words: ()",23
"words: ('SUFFIX_d',), tags: ('NN',), next words: ()",741
"words: ('SUFFIX_nd',), tags: ('NN',), next words: ()",297
"words: ('SUFFIX_and',), tags: ('NN',), next words: ()",67
"words: ('SUFFIX_hand',), tags: ('NN',), next words: ()",13
"words: ('hand',), tags: ('NN',), next words: ()",13
"words: ('a',), tags: ('DT', 'NN'), next words: ()",1164
"words: ('have', 'a'), tags: ('VBP', 'DT', 'NN'), next words: ()",3
"words: (), tags: ('DT', 'NN'), next words: ()",4934
"words: (), tags: ('VBP', 'DT', 'NN'), next words: ()",74
"words: (), tags: ('NN',), next words: ('in',)",652
"words: ('PREFIX_i',), tags: ('IN',), next words: ()",2183
"words: ('PREFIX_in',), tags: ('IN',), next words: ()",2088
"words: ('SUFFIX_n',), tags: ('IN',), next words: ()",3224
"words: ('SUFFIX_in',), tags: ('IN',), next words: ()",1994
"words: ('in',), tags: ('IN',), next words: ()",1969
"words: ('hand',), tags: ('NN', 'IN'), next words: ()",5
"words: (), tags: ('NN', 'IN'), next words: ()",4224
"words: (), tags: ('DT', 'NN', 'IN'), next words: ()",1423
"words: ('PREFIX_f',), tags: ('VBG',), next words: ()",103
"words: ('PREFIX_fi',), tags: ('VBG',), next words: ()",27
"words: ('PREFIX_figh',), tags: ('VBG',), next words: ()",5
"words: ('SUFFIX_ting',), tags: ('VBG',), next words: ()",339
"words: ('in',), tags: ('IN', 'VBG'), next words: ()",49
"words: (), tags: ('IN', 'VBG'), next words: ()",429
"words: (), tags: ('NN', 'IN', 'VBG'), next words: ()",152
"words: ('PREFIX_m',), tags: ('NN',), next words: ()",981
"words: ('PREFIX_mo',), tags: ('NN',), next words: ()",249
"words: ('PREFIX_mon',), tags: ('NN',), next words: ()",150
"words: ('PREFIX_mone',), tags: ('NN',), next words: ()",65
"words: ('SUFFIX_y',), tags: ('NN',), next words: ()",1752
"words: ('SUFFIX_ey',), tags: ('NN',), next words: ()",86
"words: ('SUFFIX_ney',), tags: ('NN',), next words: ()",80
"words: ('SUFFIX_oney',), tags: ('NN',), next words: ()",61
"words: ('money',), tags: ('NN',), next words: ()",61
"words: (), tags: ('VBG', 'NN'), next words: ()",246
"words: (), tags: ('IN', 'VBG', 'NN'), next words: ()",52
"words: ('PREFIX_l',), tags: ('NN',), next words: ()",406
"words: ('PREFIX_la',), tags: ('NN',), next words: ()",93
"words: ('PREFIX_laun',), tags: ('NN',), next words: ()",4
"words: ('SUFFIX_g',), tags: ('NN',), next words: ()",899
"words: ('SUFFIX_ng',), tags: ('NN',), next words: ()",856
"words: ('SUFFIX_ing',), tags: ('NN',), next words: ()",843
"words: ('SUFFIX_ring',), tags: ('NN',), next words: ()",103
"words: ('money',), tags: ('NN', 'NN'), next words: ()",8
"words: (), tags: ('VBG', 'NN', 'NN'), next words: ()",23
"words: (), tags: ('NN',), next words: ('.',)",1861
"words: ('PREFIX_.',), tags: ('.',), next words: ()",4914
"words: ('SUFFIX_.',), tags: ('.',), next words: ()",4914
"words: ('.',), tags: ('.',), next words: ()",4914
"words: (), tags: ('.',), next words: ()",9924
"words: ('Has_pun',), tags: ('.',), next words: ()",4962
"words: (), tags: ('NN', '.'), next words: ()",1875
"words: (), tags: ('NN', 'NN', '.'), next words: ()",315
"words: ('.',), tags: ('.',), next words: ('┬─┬',)",4596
"words: (), tags: ('.',), next words: ('┬─┬',)",4627
"words: ('Starts_Capital',), tags: ('IN',), next words: ()",713
"words: ('PREFIX_A',), tags: ('IN',), next words: ()",134
"words: ('PREFIX_Amo',), tags: ('IN',), next words: ()",14
"words: ('PREFIX_Amon',), tags: ('IN',), next words: ()",14
"words: ('SUFFIX_g',), tags: ('IN',), next words: ()",122
"words: ('SUFFIX_ng',), tags: ('IN',), next words: ()",122
"words: ('SUFFIX_ong',), tags: ('IN',), next words: ()",65
"words: ('SUFFIX_mong',), tags: ('IN',), next words: ()",51
"words: ('Among',), tags: ('IN',), next words: ()",14
"words: ('┻━┻', 'Among'), tags: ('┻━┻', 'IN'), next words: ()",14
"words: ('┻━┻',), tags: ('┻━┻', 'IN'), next words: ()",665
"words: ('┻━┻', '┻━┻', 'Among'), tags: ('┻━┻', '┻━┻', 'IN'), next words: ()",14
"words: ('┻━┻', '┻━┻'), tags: ('┻━┻', '┻━┻', 'IN'), next words: ()",665
"words: (), tags: ('┻━┻', 'IN'), next words: ()",665
"words: (), tags: ('┻━┻', '┻━┻', 'IN'), next words: ()",665
"words: ('Among',), tags: ('IN',), next words: ('the',)",10
"words: (), tags: ('IN',), next words: ('the',)",2793
"words: ('Among', 'the'), tags: ('IN', 'DT'), next words: ()",10
"words: ('Among',), tags: ('IN', 'DT'), next words: ()",11
"words: ('┻━┻', 'Among', 'the'), tags: ('┻━┻', 'IN', 'DT'), next words: ()",10
"words: ('┻━┻', 'Among'), tags: ('┻━┻', 'IN', 'DT'), next words: ()",11
"words: (), tags: ('IN', 'DT'), next words: ()",4162
"words: (), tags: ('┻━┻', 'IN', 'DT'), next words: ()",279
"words: ('PREFIX_p',), tags: ('NNS',), next words: ()",808
"words: ('PREFIX_po',), tags: ('NNS',), next words: ()",95
"words: ('PREFIX_pos',), tags: ('NNS',), next words: ()",17
"words: ('PREFIX_poss',), tags: ('NNS',), next words: ()",2
"words: ('SUFFIX_ties',), tags: ('NNS',), next words: ()",168
"words: ('Among', 'the'), tags: ('IN', 'DT', 'NNS'), next words: ()",5
"words: (), tags: ('IN', 'DT', 'NNS'), next words: ()",290
"words: (), tags: ('NNS',), next words: ('the',)",22
"words: (), tags: ('NNS', 'DT'), next words: ()",110
"words: (), tags: ('DT', 'NNS', 'DT'), next words: ()",4
"words: ('the',), tags: ('DT',), next words: ('Treasury',)",14
"words: ('the', 'Treasury'), tags: ('DT', 'NNP'), next words: ()",14
"words: ('the',), tags: ('DT', 'NNP'), next words: ()",849
"words: (), tags: ('NNS', 'DT', 'NNP'), next words: ()",3
"words: ('is',), tags: ('VBZ',), next words: ('considering',)",5
"words: (), tags: ('VBZ',), next words: ('considering',)",5
"words: ('PREFIX_c',), tags: ('VBG',), next words: ()",168
"words: ('PREFIX_co',), tags: ('VBG',), next words: ()",101
"words: ('PREFIX_con',), tags: ('VBG',), next words: ()",53
"words: ('PREFIX_cons',), tags: ('VBG',), next words: ()",20
"words: ('SUFFIX_ring',), tags: ('VBG',), next words: ()",139
"words: ('considering',), tags: ('VBG',), next words: ()",14
"words: ('is', 'considering'), tags: ('VBZ', 'VBG'), next words: ()",5
"words: ('is',), tags: ('VBZ', 'VBG'), next words: ()",147
"words: (), tags: ('VBZ', 'VBG'), next words: ()",174
"words: (), tags: ('NNP', 'VBZ', 'VBG'), next words: ()",36
"words: ('PREFIX_a',), tags: ('VBP',), next words: ()",517
"words: ('PREFIX_ar',), tags: ('VBP',), next words: ()",486
"words: ('PREFIX_are',), tags: ('VBP',), next words: ()",475
"words: ('SUFFIX_re',), tags: ('VBP',), next words: ()",529
"words: ('SUFFIX_are',), tags: ('VBP',), next words: ()",477
"words: ('are',), tags: ('VBP',), next words: ()",475
"words: ('PREFIX_r',), tags: ('NNS',), next words: ()",412
"words: ('PREFIX_re',), tags: ('NNS',), next words: ()",253
"words: ('PREFIX_req',), tags: ('NNS',), next words: ()",16
"words: ('PREFIX_requ',), tags: ('NNS',), next words: ()",16
"words: ('SUFFIX_ts',), tags: ('NNS',), next words: ()",1209
"words: ('SUFFIX_nts',), tags: ('NNS',), next words: ()",389
"words: ('SUFFIX_ents',), tags: ('NNS',), next words: ()",282
"words: ('requirements',), tags: ('NNS',), next words: ()",11
"words: ('are',), tags: ('VBP', 'NNS'), next words: ()",11
"words: (), tags: ('VBP', 'NNS'), next words: ()",48
"words: ('PREFIX_t',), tags: ('IN',), next words: ()",1037
"words: ('PREFIX_th',), tags: ('IN',), next words: ()",1019
"words: ('PREFIX_tha',), tags: ('IN',), next words: ()",903
"words: ('PREFIX_that',), tags: ('IN',), next words: ()",713
"words: ('SUFFIX_t',), tags: ('IN',), next words: ()",1653
"words: ('SUFFIX_at',), tags: ('IN',), next words: ()",1247
"words: ('SUFFIX_hat',), tags: ('IN',), next words: ()",714
"words: ('SUFFIX_that',), tags: ('IN',), next words: ()",713
"words: ('that',), tags: ('IN',), next words: ()",713
"words: (), tags: ('VBP', 'NNS', 'IN'), next words: ()",18
"words: (), tags: ('IN',), next words: ('banks',)",7
"words: ('PREFIX_b',), tags: ('NNS',), next words: ()",368
"words: ('PREFIX_ba',), tags: ('NNS',), next words: ()",77
"words: ('PREFIX_ban',), tags: ('NNS',), next words: ()",47
"words: ('PREFIX_bank',), tags: ('NNS',), next words: ()",46
"words: ('SUFFIX_ks',), tags: ('NNS',), next words: ()",236
"words: ('SUFFIX_nks',), tags: ('NNS',), next words: ()",40
"words: ('SUFFIX_anks',), tags: ('NNS',), next words: ()",37
"words: ('banks',), tags: ('NNS',), next words: ()",35
"words: ('that',), tags: ('IN', 'NNS'), next words: ()",32
"words: (), tags: ('IN', 'NNS'), next words: ()",732
"words: (), tags: ('NNS', 'IN', 'NNS'), next words: ()",137
"words: ('PREFIX_k',), tags: ('VB',), next words: ()",43
"words: ('PREFIX_ke',), tags: ('VB',), next words: ()",26
"words: ('PREFIX_kee',), tags: ('VB',), next words: ()",26
"words: ('PREFIX_keep',), tags: ('VB',), next words: ()",26
"words: ('SUFFIX_p',), tags: ('VB',), next words: ()",102
"words: ('SUFFIX_ep',), tags: ('VB',), next words: ()",28
"words: ('SUFFIX_eep',), tags: ('VB',), next words: ()",26
"words: ('SUFFIX_keep',), tags: ('VB',), next words: ()",26
"words: ('keep',), tags: ('VB',), next words: ()",26
"words: (), tags: ('VB',), next words: ()",6936
"words: ('Is_alnum',), tags: ('VB',), next words: ()",3465
"words: (), tags: ('NNS', 'VB'), next words: ()",23
"words: ('PREFIX_rec',), tags: ('NNS',), next words: ()",14
"words: ('PREFIX_reco',), tags: ('NNS',), next words: ()",6
"words: ('SUFFIX_ds',), tags: ('NNS',), next words: ()",340
"words: ('SUFFIX_rds',), tags: ('NNS',), next words: ()",29
"words: ('SUFFIX_ords',), tags: ('NNS',), next words: ()",10
"words: (), tags: ('VB', 'NNS'), next words: ()",167
"words: ('PREFIX_i',), tags: ('VBG',), next words: ()",103
"words: ('PREFIX_iden',), tags: ('VBG',), next words: ()",2
"words: ('SUFFIX_ying',), tags: ('VBG',), next words: ()",122
"words: (), tags: ('NNS', 'VBG'), next words: ()",111
"words: (), tags: ('VB', 'NNS', 'VBG'), next words: ()",5
"words: (), tags: ('VBG',), next words: ('the',)",202
"words: (), tags: ('VBG', 'DT'), next words: ()",374
"words: (), tags: ('NNS', 'VBG', 'DT'), next words: ()",22
"words: ('PREFIX_o',), tags: ('NNS',), next words: ()",267
"words: ('PREFIX_or',), tags: ('NNS',), next words: ()",44
"words: ('PREFIX_orig',), tags: ('NNS',), next words: ()",2
"words: ('SUFFIX_rs',), tags: ('NNS',), next words: ()",1336
"words: ('SUFFIX_ors',), tags: ('NNS',), next words: ()",266
"words: ('SUFFIX_tors',), tags: ('NNS',), next words: ()",234
